Name,Producer,Vintage,Price,DO,Variety,Type,Country,Region,Cost,Supplier,abv,cl
Coccinella,Alberto Nanclares ,2014,68.85,Rías Baixas,Albariño,White,España,Galicia,22.95,TROPICAL HOTELES SA,12.5,150
Tricó Albariño,Tricó ,2015,116.85,Rías Baixas,Albariño,White,España,Galicia,38.95,PREMIUM DRINKS S.L.U.,13.5,150
Cíes,Rodrigo Méndez,2016,34.50,Rías Baixas,Albariño,White,España,Galicia,11.50,Barcelonavinos,12.5,75
Goliardo A Telleira,Forjas del Salnés ,2017,75.00,Rías Baixas,Albariño,White,España,Galicia,25.00,Wine Searcher,12.5,75
Alma de Mar ,Albamar,2016,69.99,Rías Baixas,Albariño,White,España,Galicia,23.33,Wine Searcher,12.5,75
Leirana Genoveva,Forjas del Salnés ,2018,59.25,Rías Baixas,Albariño,White,España,Galicia,19.75,Wine Searcher,12.5,75
Sálvora,Rodrigo Méndez,2016,67.92,Rías Baixas,Albariño,White,España,Galicia,22.64,Wine Searcher,12.5,75
Agás do Tempo,El Paraguas ,2016,29.25,Ribeiro,"Treixadura, Torrontés, Albariño, Loureira",White,España,Galicia,9.75,Buena Uva,13.0,75
Coto de Gomariz,Coto de Gomariz ,2017,30.60,Ribeiro,"Treixadura, Godello, Loureira, Albariño",White,España,Galicia,10.20,Vinófilos,,75
Agás do Tempo,El Paraguas ,2016,29.25,Ribeiro,"Treixadura, Torrontés, Albariño, Loureira",White,España,Galicia,9.75,Premium Drinks,,75
Lalume,Dominio do Bibei ,,49.50,Ribeiro,Treixadura,White,España,Galicia,16.50,El Gusto por el Vino,,75
Ciclohome,Paula Míguez ,2016,46.50,Ribeiro,Treixadura,White,España,Galicia,15.50,Piñero,,75
Emilio Rojo,Emilio Rojo ,2007,285.00,Ribeiro,"Treixadura, Loureira, Albariño, Lado, Torrontés",White,España,Galicia,95.00,Piñero,,75
El Paraguas Atlántico,El Paraguas ,2016,43.50,Ribeiro,"Treixadura, Godello, Albariño",White,España,Galicia,14.50,JUBA SUAREZ RUFINO,12.4,75
Fai un Sol de Carallo,El Paraguas ,2014,154.65,Ribeiro,"Treixadura, Godello, Albariño",White,España,Galicia,51.55,JUBA SUAREZ RUFINO,12.6,75
Colección 75 Aniversario,Emilio Rojo ,2007,190.23,Ribeiro,"Treixadura, Loureiro, Lado, Albariño",White,España,Galicia,63.41,PIÑERO RODRIGUEZ S.L.,13.0,75
Sameirás 1040,Adega Antonio Cajide Gulín,2012,60.00,Ribeiro,"Treixadura, Godello, Albariño, Lado",White,España,Galicia,20.00,SERGIO LOZANO MARIN,13.0,150
A Pita Miuda,Lagar de Sabaríz,2015,55.50,Sin DO (Ourense),Treixadura,White,España,Galicia,18.50,Vilaviniteca,11.9,75
Sílice Blanco,Sílice Viticultores,2016,41.40,Sin DO (Ribeira Sacra),"Palomino, Treixadura, Godello",White,España,Galicia,13.80,Barcelonavinos,11.5,75
Louro,Rafael Palacios ,2016,34.50,Valdeorras,"Godello, Treixadura",White,España,Galicia,11.50,Vinófilos,,75
As Sortes,Rafael Palacios ,2017,89.85,Valdeorras,Godello,White,España,Galicia,29.95,Vinófilos,,75
As Sortes,Rafael Palacios ,2016,79.35,Valdeorras,Godello,White,España,Galicia,26.45,Vinófilos,,75
Sorte o Soro,Rafael Palacios ,2016,354.00,Valdeorras,Godello,White,España,Galicia,118.00,Vinófilos,,75
Guitián Godello +50 Meses Botella,A Tapada ,2011,38.70,Valdeorras,Godello,White,España,Galicia,12.90,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
As Sortes,Rafael Palacios ,2017,71.10,Valdeorras,Godello,White,España,Galicia,23.70,COALLA LOGISTICA S.L.,14.0,75
As Sortes,Rafael Palacios ,2016,72.00,Valdeorras,Godello,White,España,Galicia,24.00,VINOFILOS TENERIFE S.L.U.,14.0,75
Louro,Rafael Palacios ,2018,41.33,Valdeorras,Godello,White,España,Galicia,13.78,PIÑERO RODRIGUEZ S.L.,14.0,75
Sorte O Soro,Rafael Palacios ,2016,233.70,Valdeorras,Godello,White,España,Galicia,77.90,COALLA LOGISTICA S.L.,13.5,75
As Sortes,Rafael Palacios ,2015,165.00,Valdeorras,Godello,White,España,Galicia,55.00,COALLA LOGISTICA S.L.,13.5,150
Louro,Rafael Palacios ,2013,73.68,Valdeorras,Godello,White,España,Galicia,24.56,COMERCIAL BRERO CANARIAS S.L.,13.5,150
Guitián + 50 Meses,Guitián,2011,31.50,Valdeorras ,Godello,White,España,Galicia,10.50,Vilaviniteca,13.0,75
As Sortes,Rafael Palacios,2016,71.85,Valdeorras ,Godello,White,España,Galicia,23.95,Vilaviniteca,14.0,75
Branco de Santa Cruz,Rafael Palacios,2016,66.00,Valdeorras ,"Godello, Treixadura, Doña Blanca, Palomino",White,España,Galicia,22.00,Wine Searcher,13.5,75
Sketch,Raúl Pérez Bodegas y Viñedos,2017,103.26,Vino de España,Albariño,White,España,Galicia,34.42,Wine Searcher,13.5,75
Tr3vejos Mountain Wines,Altos de Trevejos ,2016,43.50,Abona,"Listán Blanco, Malvasía",White,España,Islas Canarias,14.50,Representaciones Guiniguada,,75
Tallarol,Alta Alella,2017,33.75,Abona,Xarel·lo,White,España,Islas Canarias,11.25,Representaciones Guiniguada,,75
Caldera Blanco Semidulce,Hoyos de Bandama ,2017,28.35,Gran Canaria,"Malvasía Aromática, Moscatel de Alejandría",White,España,Islas Canarias,9.45,Caldera,,75
Losoyos Seco,Losoyos ,2017,32.25,Gran Canaria,"Moscatel, Malvasía Aromática, Listán Blanco",White,España,Islas Canarias,10.75,Piñero,,75
Ikewen,Ikewen ,2017,35.25,Islas Canarias,Listán Blanco,White,España,Islas Canarias,11.75,Premium Drinks,,75
Blanco Tagalguén ,Tagalguén ,,28.50,La Palma,"Listán Blanco, Albillo Criollo",White,España,Islas Canarias,9.50,Piñero,,75
La Batista,Llanos Negros ,2015,29.85,La Palma,Malvasía Aromática,White,España,Islas Canarias,9.95,JUBA SUAREZ RUFINO,14.0,75
La Tablada,Llanos Negros ,2014,30.45,La Palma,"Gual, Sabro",White,España,Islas Canarias,10.15,JUBA SUAREZ RUFINO,14.5,75
La Time,Llanos Negros ,2000,31.95,La Palma,Listán Blanco,White,España,Islas Canarias,10.65,JUBA SUAREZ RUFINO,13.0,75
Los Tabaqueros,Llanos Negros ,2006,38.55,La Palma,"Sabro, Malvasía Aromática, Vijariego, Listan Blanco",White,España,Islas Canarias,12.85,JUBA SUAREZ RUFINO,14.5,75
Diego,Matías i Torres ,2016,44.85,La Palma,Diego,White,España,Islas Canarias,14.95,JUBA SUAREZ RUFINO,13.0,75
La Tablada,Llanos Negros ,2014,66.90,La Palma,"Gual, Sabro",White,España,Islas Canarias,22.30,JUBA SUAREZ RUFINO,14.0,150
Los Tabaqueros,Llanos Negros ,2006,51.39,La Palma,"Sabro, Malvasía Aromática, Vijariego, Listán blanco de Canarias",White,España,Islas Canarias,17.13,JUBA SUAREZ RUFINO,14.5,150
Masdache,Puro Rofe,2018,51.75,Lanzarote,"Listán Blanco, Malvasía, Diego",White,España,Islas Canarias,17.25,Buena Uva,12.0,75
Rofe,Puro Rofe,2018,43.50,Lanzarote,"Malvasía, Diego, Listán Blanco",White,España,Islas Canarias,14.50,Buena Uva,12.5,75
Tilama,Puro Rofe,2018,51.75,Lanzarote,Malvasía,White,España,Islas Canarias,17.25,Buena Uva,12.0,75
El Grifo Seco Colección 50cl,El Grifo ,2017,23.25,Lanzarote,Malvasía Volcánica,White,España,Islas Canarias,7.75,Piñero,,50
El Grifo Seco Colección 50cl,El Grifo ,2018,23.25,Lanzarote,Malvasía Volcánica,White,España,Islas Canarias,7.75,Piñero,,50
Amalia Seco,Bodegas Rubicón ,2017,35.04,Lanzarote,Malvasía,White,España,Islas Canarias,11.68,Excelsia,,75
El Grifo Lías,El Grifo ,2015,38.85,Lanzarote,Malvasía Volcánica,White,España,Islas Canarias,12.95,Piñero,,75
Malvasía Barrica,Bermejo ,2017,32.70,Lanzarote,Malvasía Volcánica,White,España,Islas Canarias,10.90,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Táganan Blanco,Envínate ,2016,33.00,Taganana,"Albillo Criollo, Gual, Malvasia, Marmajuelo, Forastera",White,España,Islas Canarias,11.00,PREMIUM DRINKS S.L.U.,13.0,75
Táganan Blanco,Envínate ,2015,46.50,Taganana,"Albillo Criollo, Gual, Malvasia, Marmajuelo, Forastera",White,España,Islas Canarias,15.50,PREMIUM DRINKS S.L.U.,13.0,150
Paisaje de las Islas,Tajinaste ,2017,28.50,Tenerife,"Malvasía Aromática, Marmajuelo",White,España,Islas Canarias,9.50,Vinófilos,,75
Viñátigo Marmajuelo,Viñátigo ,2018,29.85,Tenerife,Marmajuelo,White,España,Islas Canarias,9.95,Piñero,,75
Elaboraciones Ancestrales Blanco,Viñátigo ,2017,50.85,Tenerife,Gual,White,España,Islas Canarias,16.95,Piñero,,75
Los Loros Sobre Lías,Juan Francisco Fariña Pérez,2016,38.85,Valle de Güímar,"Listán Blanco, Vijariego Blanco",White,España,Islas Canarias,12.95,PIÑERO RODRIGUEZ S.L.,12.5,75
Los Loros Fermentado en Barrica,Juan Francisco Fariña Pérez,2017,41.85,Valle de Güímar,"Marmajuelo, Gual",White,España,Islas Canarias,13.95,PIÑERO RODRIGUEZ S.L.,12.0,75
El Borujo Blanco Afrutado,El Borujo ,,28.50,Valle de Güímar,"Listán Blanco de Canarias, Moscatel de Alejandría",White,España,Islas Canarias,9.50,Piñero,,75
Los Loros Sobre Lías,El Borujo ,2017,37.50,Valle de Güímar,"Vijariego Blanco, Listán Blanco",White,España,Islas Canarias,12.50,Piñero,,75
Vidonia,Suertes del Marqués ,2017,45.75,Valle de la Orotava,Listán Blanco,White,España,Islas Canarias,15.25,Buena Uva,13.0,75
Palo Blanco,Envínate,2017,45.00,Valle de la Orotava,Listán Blanco,White,España,Islas Canarias,15.00,Buena Uva,11.5,75
Atlante Blanco,Quinta San Antonio,2016,37.50,Valle de la Orotava,"Listán Blanco, Albillo Criollo",White,España,Islas Canarias,12.50,PIÑERO RODRIGUEZ S.L.,12.5,75
Trenzado,Suertes del Marqués ,2018,27.84,Valle de la Orotava,"Listán Blanco, Pedro Ximénez, Vidueño (Marmarjuelo, Gual, Vijariego Blanco, Verdello, Baboso Blanco)",White,España,Islas Canarias,9.28,PREMIUM DRINKS S.L.U.,13.0,75
Vidonia,Suertes del Marqués ,2017,43.43,Valle de la Orotava,Listán Blanco,White,España,Islas Canarias,14.48,PREMIUM DRINKS S.L.U.,13.0,75
Vidonia,Suertes del Marqués ,2014,78.00,Valle de la Orotava,Listán Blanco,White,España,Islas Canarias,26.00,PREMIUM DRINKS S.L.U.,13.0,150
Trenzado,Suertes del Marqués,2016,32.25,Valle de la Orotava,"Listán Blanco, Pedro Ximénez, Vidueño (Marmarjuelo, Gual,Vijariego Blanco,Verdello, Baboso Blanco)",White,España,Islas Canarias,10.75,Cuvée 3000,13.0,75
Benje Blanco,Envínate ,2017,27.00,Ycoden-Daute-Isora,Listán Blanco,White,España,Islas Canarias,9.00,Buena Uva,12.5,75
Artífice Vidueños,Borja Pérez Viticultor,2016,49.62,Ycoden-Daute-Isora,"Marmajuelo, Gual, Albillo Criollo, Forastera, Listán Blanco",White,España,Islas Canarias,16.54,Incabe,,75
Artífice Listán Blanco Llanito Perera,Borja Pérez Viticultor,2017,77.85,Ycoden-Daute-Isora,Listán Blanco,White,España,Islas Canarias,25.95,Incabe,,75
Benje Blanco,Envínate ,2016,26.70,Ycoden-Daute-Isora,Listán Blanco,White,España,Islas Canarias,8.90,PREMIUM DRINKS S.L.U.,12.5,75
Artífice Listán Blanco,Borja Pérez ,2015,44.46,Ycoden-Daute-Isora,Listán Blanco,White,España,Islas Canarias,14.82,TROPICAL TURISTICA CANARIA SL,12.5,150
Becquer,Bodegas Escudero,2015,20.85,Rioja,"Viura, Chardonnay",White,España,La Rioja,6.95,Vinalia,,75
Onomástica Blanco Reserva,Carlos Serres ,2012,45.15,Rioja,Viura,White,España,La Rioja,15.05,Media Relations,,75
Montes Obarenes,Gómez Cruzado ,2014,84.00,Rioja,"Viura, Tempranillo Blanco",White,España,La Rioja,28.00,COALLA LOGISTICA S.L.,13.5,75
Lías Finas Edición Limitada,Honorio Rubio ,2014,40.50,Rioja,Viura,White,España,La Rioja,13.50,Piñero,,75
Ad Libitum,Juan Carlos Sancha ,2016,26.34,Rioja,Tempranillo Blanco,White,España,La Rioja,8.78,Vinos con Alma,,75
Laventura Malvasía Ánfora,Mac Robert & Canals,2015,39.45,Rioja,Malvasía,White,España,La Rioja,13.15,Cuvée 3000,12.0,75
Castillo Ygay Gran Reserva Especial,Marqués de Murrieta ,1986,"1,185.00",Rioja,"Viura, Malvasía",White,España,La Rioja,395.00,Dialte,,75
Capellanía,Marqués de Murrieta ,2013,69.83,Rioja,Viura,White,España,La Rioja,23.28,PIÑERO RODRIGUEZ S.L.,13.5,75
Castillo Ygay Blanco Gran Reserva Especial,Marqués de Murrieta ,1986,"1,194.00",Rioja,"Viura, Malvasía",White,España,La Rioja,398.00,ENJOY WINE SL,13.5,75
Jequitibá,Olivier Riviére ,2018,43.50,Rioja,"Viura, Garnacha Blanca, Malvasía",White,España,La Rioja,14.50,JUBA SUAREZ RUFINO,13.5,75
Mirando al Sur,Olivier Rivière ,2017,142.20,Rioja,Viura,White,España,La Rioja,47.40,JUBA SUAREZ RUFINO,14.0,75
Viña Todonia Blanco Reserva,R. López de Heredia,2005,69.00,Rioja,"Viura, Malvasía",White,España,La Rioja,23.00,Buena Uva,13.0,75
Viña Tondonia Reserva,R. López de Heredia Viña Tondonia,2004,47.10,Rioja,"Viura, Malvasía",White,España,La Rioja,15.70,Primeras Marcas,12.5,75
Viña Tondonia Blanco Reserva,R. López De Heredia Viña Tondonia ,2005,52.50,Rioja,"Viura, Malvasía",White,España,La Rioja,17.50,COALLA LOGISTICA S.L.,12.5,75
Los Corrillos,Tentenublo ,2016,71.70,Rioja,"Jaén Blanca, Viura, Malvasía",White,España,La Rioja,23.90,JUBA SUAREZ RUFINO,12.5,75
Picarana,Marañones ,2016,27.00,Vinos de Madrid,Albillo,White,España,Madrid,9.00,Premium Drinks,,75
Cantocuerdas Albillo,Bernabeleva ,2013,37.71,Vinos de Madrid,Albillo,White,España,Madrid,12.57,LAVINIA ESPAÑA SELECCION SL,13.0,75
Picarana,Marañones ,2013,32.40,Vinos de Madrid,Albillo,White,España,Madrid,10.80,TRASEGAR VINOS S.L.U.,13.5,75
Pies Descalzos,Marañones ,2014,55.20,Vinos de Madrid,Albillo,White,España,Madrid,18.40,TRASEGAR VINOS S.L.U.,14.0,75
Colección 125,Chivite ,2015,147.00,Navarra,Chardonnay,White,España,Navarra,49.00,Incabe,,75
Legardeta Finca de Villatuerta Chardonnay,Chivite ,2017,29.85,Navarra,Chardonnay,White,España,Navarra,9.95,PERELADA COMERCIAL SA,13.5,75
Viña Zorzal Chardonnay,Viña Zorzal,2017,19.05,Navarra,Chardonnay,White,España,Navarra,6.35,JUBA SUAREZ RUFINO,13.5,75
Itsasmendi 7,Itsasmendi ,2016,34.50,Bizkaiko Txakolina,"Hondarrabi Zuri Zerratie, Hondarrabi Zuri, Riesling",White,España,País Vasco,11.50,Vinófilos,,75
Itsasmendi 7,Itsasmendi ,2015,28.35,Bizkaiko Txakolina,"Hondarrabi Zuri Zerratie, Hondarrabi Zuri, Riesling",White,España,País Vasco,9.45,COALLA LOGISTICA S.L.,13.5,75
Itsasmendi 7,Itsasmendi ,2017,40.38,Bizkaiko Txakolina,"Hondarrabi Zuri Zerratie, Hondarrabi Zuri, Riesling",White,España,País Vasco,13.46,VINOFILOS TENERIFE S.L.U.,13.5,75
Itsasmendi 7,Itsasmendi ,2012,69.33,Bizkaiko Txakolina,"Hondarrabi Zuri Zerratie, Hondarrabi Zuri, Riesling",White,España,País Vasco,23.11,VINOFILOS TENERIFE S.L.U.,13.5,150
Gorka Izaguirre,Gorka Izaguirre,2016,20.70,Bizkaiko Txakolina,"Hondarrabi Zuri, Hondarrabi Zerratia",White,España,País Vasco,6.90,Wineissocial,12.0,75
Durell Vineyard Chardonnay,Kistler ,1998,237.00,Sonoma Valley-Sonoma County,Chardonnay,White,Estados Unidos,California-North Coast,79.00,ENJOY WINE SL,14.1,75
Durell Vineyard Chardonnay,Kistler ,2016,720.00,Sonoma Valley-Sonoma County,Chardonnay,White,Estados Unidos,California-North Coast,240.00,Wine Searcher,14.1,75
Knock on Wood Chardonnay,Maison Noir ,2012,72.81,Yamhill-Carlton,Chardonnay,White,Estados Unidos,Oregon-Willamette Valley,24.27,TROPICAL TURISTICA CANARIA SL,13.5,75
Pinot Gris,Sokol Blosser ,2014,62.56,Dundee Hills,Pinot Gris,White,Estados Unidos,Oregon-Willamette Valley,20.85,PIÑERO RODRIGUEZ S.L.,13.0,75
Marimar Acero,Marimar Estates ,2015,0.00,Russian River Valley,Chardonnay,White,Estados Unidos,,,Excelsia,,75
Acero Chardonnay,Marimar Estate,2015,61.20,Russian River Valley,Chardonnay,White,Estados Unidos,,20.40,Escolà,14.2,75
Marcel Deiss Pinot Gris,Marcel Deiss ,2013,72.68,Alsace,Pinot Gris,White,Francia,Alsace,24.23,PIÑERO RODRIGUEZ S.L.,13.5,75
Riesling Schoffit Lieu-Dit Harth Tradition,Schoffit,2015,49.50,Alsace,Riesling,White,Francia,Alsace,16.50,PREMIUM DRINKS S.L.U.,13.0,75
Trimbach Gewürztraminer,Trimbach ,2014,48.30,Alsace,Gewürztraminer,White,Francia,Alsace,16.10,EL GUSTO POR EL VINO CANARIAS S.L.,14.0,75
Trimbach Riesling,Trimbach ,2013,43.20,Alsace,Riesling,White,Francia,Alsace,14.40,EL GUSTO POR EL VINO CANARIAS S.L.,13.0,75
Trimbach Riesling Cuvée Frédéric Emile,Trimbach ,2007,138.24,Alsace,Riesling,White,Francia,Alsace,46.08,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Domaine Weinbach Sylvaner Réserve,Weinbach ,2005,57.90,Alsace,Sylvaner,White,Francia,Alsace,19.30,EL GUSTO POR EL VINO CANARIAS S.L.,12.5,75
Alsace Riesling Geisberg Grand Cru,Trimbach ,2012,142.59,Alsace Grand Cru,Riesling,White,Francia,Alsace,47.53,LA PART DELS ANGELS S.L.,12.5,75
Alsace Riesling Clos Saint Hune,Trimbach ,2012,388.35,Alsace Grand Cru,Riesling,White,Francia,Alsace,129.45,LA PART DELS ANGELS S.L.,13.9,75
Gewürztraminer Riquewihr,Domaine Trapet,2012,34.65,Alsace,Gewürztraminer,White,Francia,Alsace,11.55,Vilaviniteca,12.5,75
Domaine Trapet Riesling Schlossberg,Domaine Trapet,2012,108.00,Alsace Grand Cru,Riesling,White,Francia,Alsace,36.00,Wine Searcher,12.5,75
Rangen Grand Cru Clos Saint Théobald Riesling ,Schoffit,2016,100.50,Alsace Grand Cru,Riesling,White,Francia,Alsace,33.50,Wine Searcher,13.5,75
Rangen Grand Cru Clos Saint Théobald Pinot Gris ,Schoffit,2015,95.94,Alsace Grand Cru,Pinot Gris,White,Francia,Alsace,31.98,Wine Searcher,13.5,75
Rangen Grand Cru Clos Saint Théobald Gewürztraminer,Schoffit,2017,108.00,Alsace Grand Cru,Gewürztraminer,White,Francia,Alsace,36.00,Wine Searcher,13.0,75
Schlossberg Grand Cru Riesling ,Weinbach ,2018,99.99,Alsace Grand Cru,Riesling ,White,Francia,Alsace,33.33,Wine Searcher,12.5,75
Clos des Capucins Riesling Cuvée Théo ,Weinbach ,2018,59.07,Alsace Grand Cru,Riesling ,White,Francia,Alsace,19.69,Wine Searcher,12.5,75
Château Grand Village Blanc,Château Grand Village ,2014,54.01,Bordeaux Blanc,"Sauvignon Blanc, Sémillon",White,Francia,Bordeaux,18.00,PIÑERO RODRIGUEZ S.L.,12.0,75
Château Grand Village Blanc Bordeaux Supérieur,Château Grand Village ,2013,40.50,Bordeaux Blanc,"Sauvignon Blanc, Sémillon",White,Francia,Bordeaux,13.50,LA PART DELS ANGELS S.L.,12.0,75
Château Laville Haut-Brion,Château La Mission Haut-Brion ,2001,421.05,Pessac-Léognan,"Sémillon, Sauvignon Blanc",White,Francia,Bordeaux-Graves,140.35,EL GUSTO POR EL VINO CANARIAS S.L.,13.5,75
Château La Mission Haut-Brion Blanc,Château La Mission Haut-Brion ,2009,"1,650.00",Pessac-Léognan,"Sémillon, Sauvignon Blanc",White,Francia,Bordeaux-Graves,550.00,Wine Searcher,13.5,75
Château Carbonnieux Blanc,Château Carbonnieux,2014,69.57,Pessac-Léognan,"Sauvignon Blanc, Sémillon",White,Francia,Bordeaux-Graves,23.19,Wine Searcher,13.5,75
Michel Bouzereau et Fils Bourgogne Chardonnay,Domaine Michel Bouzereau et Fils,2015,50.70,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,16.90,La Part dels Àngels,12.5,75
Sextant Bourgogne Blanc,Julien Altaber,2016,59.85,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,19.95,Buena Uva,12.5,75
Antoine Jobard Bourgogne Blanc,Antoine Jobard ,2014,68.82,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,22.94,PREMIUM DRINKS S.L.U.,13.5,75
Les Grandes Coutures,Franck Grux ,2015,53.97,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,17.99,LA PART DELS ANGELS S.L.,13.5,75
Domaine Leflaive Bourgogne Blanc,Domaine Leflaive,2012,141.00,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,47.00,LAVINIA ESPAÑA SELECCION SL,12.5,75
Côtes d'Auxerre Corps de Garde,Jean Hugues & Ghislaine Goisot ,2015,41.70,Côtes d'Auxerre,Chardonnay,White,Francia,Burgundy,13.90,LA PART DELS ANGELS S.L.,13.0,75
Love and Pif,Yann Durieux-Recrue des Sens,2015,68.70,Vin de France,Aligoté,White,Francia,Burgundy,22.90,LA PART DELS ANGELS S.L.,12.0,75
Bernard Moreau Bourgogne Chardonnay,Bernard Moreau ,2016,51.96,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,17.32,LA PART DELS ANGELS S.L.,12.5,75
Chassagne-Montrachet 1er Cru Morgeot,Bernard Moreau ,2016,182.16,Chassagne-Montrachet 1er,Chardonnay,White,Francia,Burgundy,60.72,LA PART DELS ANGELS S.L.,13.5,75
Pierre-Yves Colin-Morey Bourgogne Chardonnay,Pierre-Yves Colin-Morey ,2016,50.70,Bourgogne Blanc,Chardonnay,White,Francia,Burgundy,16.90,LA PART DELS ANGELS S.L.,12.0,75
Chassagne-Montrachet 1er Cru Maltroie,Pierre-Yves Colin-Morey ,2016,163.35,Chassagne-Montrachet 1er,Chardonnay,White,Francia,Burgundy,54.45,LA PART DELS ANGELS S.L.,13.0,75
Meursault-Blagny 1er Cru Sous le Dos d'Âne,Olivier Leflaive ,2014,215.73,Meursault-Blagny 1er Cru,Chardonnay,White,Francia,Burgundy,71.91,LA PART DELS ANGELS S.L.,13.0,75
Puligny-Montrachet 1er Cru Les Folatières Domaine,Olivier Leflaive ,2015,349.20,Puligny-Montrachet 1er Cru,Chardonnay,White,Francia,Burgundy,116.40,LA PART DELS ANGELS S.L.,13.0,75
Puligny-Montrachet 1er Cru Les Pucelles Domaine,Olivier Leflaive ,2015,375.30,Puligny-Montrachet 1er Cru,Chardonnay,White,Francia,Burgundy,125.10,LA PART DELS ANGELS S.L.,13.0,75
Bâtard-Montrachet Grand Cru Domaine,Olivier Leflaive ,2014,"1,014.75",Bâtard-Montrachet Grand Cru,Chardonnay,White,Francia,Burgundy,338.25,LA PART DELS ANGELS S.L.,13.0,75
Montrachet Grand Cru Domaine,Olivier Leflaive ,2015,"1,980.45",Montrachet Grand Cru,Chardonnay,White,Francia,Burgundy,660.15,LA PART DELS ANGELS S.L.,13.0,75
Meursault-Blagny 1er Cru La Genelotte Monopole,Comtesse Bernard de Chérisey ,2014,126.00,Meursault-Blagny 1er Cru,Chardonnay,White,Francia,Burgundy,42.00,LA PART DELS ANGELS S.L.,13.0,75
Meursault Les Tessons,Michel Bouzereau ,2016,125.94,Meursault,Chardonnay,White,Francia,Burgundy,41.98,LA PART DELS ANGELS S.L.,13.5,75
Meursault 1er Cru Les Perrières,Michel Bouzereau ,2016,228.60,Meursault 1er Cru,Chardonnay,White,Francia,Burgundy,76.20,LA PART DELS ANGELS S.L.,13.0,75
Puligny-Montrachet 1er Cru Clos de la Mouchère Monopole,Henri Boillot ,2016,236.40,Puligny-Montrachet 1er Cru,Chardonnay,White,Francia,Burgundy,78.80,LA PART DELS ANGELS S.L.,13.0,75
Corton-Charlemagne Grand Cru,Henri Boillot ,2016,393.90,Corton-Charlemagne Grand Cru,Chardonnay,White,Francia,Burgundy,131.30,LA PART DELS ANGELS S.L.,13.0,75
Les ponts Blancs,Yann Durieux-Recrue des Sens,2014,74.85,Vin de Francia (Bourgogne),Aligoté,White,Francia,Burgundy,24.95,Cuvée 3000,11.5,75
Domaine Pierre Morey Meursault,Domaine Pierre Morey,2012,171.75,Meursault,Chardonnay,White,Francia,Burgundy,57.25,Vilaviniteca,12.5,75
Fanny Sabre Bourgogne Aligoté,Fanny Sabre,2017,60.00,Bourgogne Aligoté,Aligoté,White,Francia,Burgundy,20.00,Wine Searcher,12.0,75
